id	person_id	membership_type	start_date	end_date	status	notes	created_at	updated_at	mosque_id
1240	1240	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1241	1241	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1242	1242	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1243	1243	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1244	1244	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1245	1245	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1246	1246	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1247	1247	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1248	1248	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1249	1249	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1250	1250	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1251	1251	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1252	1252	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1253	1253	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1254	1254	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1255	1255	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1256	1256	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1257	1257	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1258	1258	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1259	1259	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1260	1260	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1261	1261	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1262	1262	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1263	1263	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1264	1264	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1265	1265	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1266	1266	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1267	1267	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1268	1268	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1269	1269	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1270	1270	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1271	1271	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1272	1272	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1273	1273	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1274	1274	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1275	1275	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1276	1276	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1277	1277	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1278	1278	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1279	1279	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1280	1280	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1281	1281	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:23	2026-02-22 18:42:23	1
1282	1282	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1283	1283	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1284	1284	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1285	1285	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1286	1286	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1287	1287	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1288	1288	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1289	1289	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1290	1290	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1291	1291	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1292	1292	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1293	1293	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1294	1294	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1295	1295	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1296	1296	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1297	1297	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
1298	1298	FULL	2026-02-22	NULL	ACTIVE	NULL	2026-02-22 18:42:24	2026-02-22 18:42:24	1
